Tweet,Label
"eh ada lagi deng hehe, bikin kaget aja",Fear
saya yang ngejalanin mah biasa aja.. cuma kadang kasihan keluarga aja takut mereka malu.,Fear
syok sedih bgt,Sad
"bangsat, mang lu udah?",Anger
"sukses mion, semangat",Joy
enak lah,Joy
werewolf boy. disitu suka banget sama style boyoung,Love
sedih kalau diceritain mah,Sad
"pacarku suka ilang ilangan tanpa kabar dan kadang ngilangnya bisa seharian gitu, nah sekarang dia juga ngilang lagi udah 2 hari. kalo aku minta putus gitu aku berlebihan kah? jujur aku udah cape banget tapi aku masih sayang",Sad
cuman kayak sedih ajaa. i really hope i could change the destiny.. tapi ya mana bisa.. gue gapunya kekuatan apa apa buat ngubah takdir.,Sad
tapi seneng sih punya temen kayak gini lucu. suka banget ngerjain orang sekitar. tiba tiba gak ada kabar dan tiba tiba ilang dari goa terima kasih orang baik,Neutral
akun baru sepi amat :(,Sad
takut kecengklak kalo salting pagi-pagi.,Fear
120-150 nder biasa nya aku liat,Neutral
"aku loh sering banget begini,sampe temen-temenku suka sampe sumpah serapahin aku asli lupa banget,kayak berasa udah ngebales,eh taunya aku balesnya dalem hati sampe ada yang 6bulan kemudian batu ku bales,itupun aku ngehnya gara2 scroll chat,kalo ngga scroll bisa setahun:""(",Sad
"selalu merasa kalo love me harder itu lagu yg org2 bakal suka. ibaratnya kalo jatuh cinta tuh ya pas pandangan pertama. di detik awal lagu udah dibikin . ga salah kalo hyunggu bilang pas produksi album equal, yon seolah2 nunjukkin kalo dia mau buat sesuatu yang ""amazing""",Love
kegaduhan yg ditimbulkan dan efek demo bersilit silitnya sampe skrg ga ilang2. meski pd akhirnya mrk marah krn kecewa jebul sing didukung malah pada dadi mentri kabeh,Neutral
pokok semangat sek,Joy
ngeri ekspedisi apa yg aman sekarang?,Fear
"teman-teman aku mau kasih info, aku bawa pulang lagi kucing aku karna dokternya lagi ga ada di petshopnya. aku takut kucing aku stress jd aku bawa pulang dulu, nanti kalau dokternya udah ada di tempat aku bawa lagi kesana.",Fear
a”luar biasa banget :( kadang suka iri sama anak ipa 3 dulu kenapa bisa ambis dan kompak secara bersamaan :( anak kelas gue malah berkelompok mulu kalo apa-apa jadinya males :(,Sad
cewe kasih barang bagus hanya ke cowok yg dia ada rasa,Love
wkwkwkkwk suka banget ama mereka aku tu,Love
siapa yang merubah hatiku siapa yang membuat kita satu selalu menyatu beban kecewa namun tak kan ku kan berakhir,Sad
perubahan emosi dalam sehari,Neutral
obat stroke yg paling ampuh adalah bio nerve. pesan di wa 0812-7571-3754 atau 0811.805.663,Neutral
"iya, tentu saja ada airmata, tentu saja ada semilir duka.",Sad
"tapitapi welcome paus babyl, kayanya aku jg masih baby sih, cuma 3tahun lebih dulu(?) tp sayang aku lagi suka adeknya, gasih karna mereka hiatus aja, besokk papi aku pulang wamil, kangen updatetan ig papi olkay",Love
"wkwkwk biarkan saja, yg penting dia bisa bahagia",Neutral
kamuu juga sehat dan bahagia selalu yaa ;3 thank you soo much udah baca,Joy
"rangnick: ""siapa pun bisa membayangkan bagaimana dia [elanga], dia hancur dan benar-benar kecewa."" (itv)",Neutral
jangan mengeluhkan masalah yang datang dalam hidupmu. terkadang kamu harus merasakan sakit untuk dapat mensyukuri bahagia.,Neutral
kalo yang hockey summer masi bisa diliat lah ini kek pas oper oper pucknya tuh bisa ngepas gitu mana kan mereka lari sana sini liatnya takut pada kepleset,Fear
hmm romannya ga enak nii,Joy
"but if u get easily attached pasti sedih pisah sama dedek2 kucing, jadi ya siapin aja mental ya",Neutral
"umm, aku gapapa. aku takut oversharing .. tapi makasih udah nawarin",Fear
"jika hari ini masih ada yang menangis, semoga tangisan itu bukan tangis kesedihan. ^^",Neutral
"di satu sisi, kalopun emang proses kemaren gue gagal, gue gapapa banget minum obat lagi. yang penting kelar. please banget. gue udah benci banget di situasi di mana gue cuman keep rasa sakit sendiri dan gue susah kemana mana. benci banget.",Anger
"hiyahiyahiya. terpesona, ku pada pandangan pertama. dan tak kuasa menahan emosi.",Anger
mo marah ngeliat orang pake filter mata banyak2 di muka yaallah merinding gue,Fear
"kalau abis mandi trus ngaca kadang suka mikirr, gila sih muka gw mirip alien banget :(",Sad
"gue dicegat sama diaa firasat gue udh nggak enak nih sumpah. dia bilang ""za, gue kangen sama lu"" gue kaget dong anjritt, gue diem kek org bego sumpah trs dia langsung pergi gitu ajaa ninggalin gue yg lagi cengo.",Joy
takut banget loh,Fear
"nyokap marah grgr gue sarapan sambil nonton aouad, katanya apa gak jijik ngeliat yg begituan?",Neutral
"mrk 6:31 lalu ia berkata kepada mereka: ""marilah ke tempat yang sunyi, supaya kita sendirian, dan beristirahatlah seketika!"" sebab memang begitu banyaknya orang yang datang dan yang pergi, sehingga makanpun mereka tidak sempat. -- jangan lupa sarapan. selamat pagi.",Neutral
"tadinya mau bilang ""jang naeoun?"" but then hmm ternyata untuk makan saja interesting",Neutral
"cape nyari kerja, nyari judul ta, masalah di rumah, ditambah diputusin pacar wkwk murung bbrp hari di kostan tp ada my bestie yg selalu bilang gini. alhamdulillah skrg udah dapet kerjaan yg bener bener aku pengen, dan lupa sama kesedihan2 sebelumnya",Joy
"semangat diah, yuk bisa yuk buat hari ini. bismillah",Joy
"nih typing ganteng ""ngentod bangsat anjing kontol biadab brengsek hanceut bereum""",Neutral
say! biasa bioskop tuh buka jam berapa si?,Neutral
"kadang aku kalau lagi mode reader suka dm authornya apalagi kalau alurnya bagus. sayang gitu kalau puebinya acak2an. tp sekarang udah nggak sih, kalau diminta aja ngasih krisannya. sempet ada yg marah2 dulu di wp gara2 readernya ngoreksi tulisan dia, padahal bahasanya sopan2",Neutral
"dikit2 kaget dikit2 kaget, kaget koq cuma sedikit",Neutral
"ketika senang ia datang lagi. ketika sedih ia tak pernah pergi. perkenalkan, dia ibuku..bidadariku. :')",Sad
"semangat terus yaa kakkpastiin udah sesuai s&k yg berlakuu, good luck ^va",Joy
"lama tidak mengobrol juga. kabar gak baik, hbu?",Neutral
enak mek,Joy
"- (10/10) gw suka jadi wanita misterius - (100/10) omg lucu banget capa ini - (8/10) ni pasti temen smp - (8,5/10) do you get deja vuu",Neutral
"udah dong~~ paling suka dan favorit banget tuh (some night) terus yg kedua, siren. duh, unnie cantik banget. highlight lagunya enak2. aah, makin gasabar. cold as hell, itu juga keren abis!! proud of you, unnie!",Love
"coba denger yang good riddance, give me novacaine sama stay the night. itu juga enak",Joy
kalo males ngecas dan suka banget pake headset mending yg kabel,Neutral
"kalo main tiktok bikin lu jadi orang tolol, gak beradab, gak tau toleransi better u stop main tiktok. hanya karna konten jadi kehilangan attitude",Anger
selamat pagi pak dhe tetat semangat dan sehat selalu,Joy
"aku sangat mencintaimu. aku harus melakukan ini, karena aku ngga ingin melihat kebahagiaanmu terhalang oleh ku, semoga kamu bahagia bersamnya.. aku akan tetap menyimpan cintaku terhadapmu, Ily",Love
"aslinya aku orang yang jarang bgt nelfon orang tua kalo lagi jauh, tp belakangan ini pengen denger suara mereka terus, walaupun mewek kalo lagi telfon tp sedikit bikin tenang. sehabis kelar telfon cemas lagi..",Fear
"apapun asal gak makan harapan palsu dan ketidakpastian, makji btw, disini ujan deres. makan seger2 asyik kyknya",Joy
asli enak banget. apalagi kamunya sambil desah kencengg uuhh,Joy
"naik mobil yang disopirin bapakku, ekstrim bgt, mentang2 jalan papua sepi, kecepatannya selalu di atas 100. rasanya kek diajak mati",Fear
"dulu marah marah, skrg diem aja terus marahnya ke yg dipercaya",Anger
ga malu apa?,Neutral
takut aku kecewa,Fear
kebahagiaan akan datang ketika anda mampu membuat orang lain bahagia.,Neutral
gapapa ko nder santai aja,Neutral
saya terlaku bodoh untuk awak. saya gembira melihat awak berjaya bodohkan saya tapi sejujurnya saya tak sebodoh itu awaki know the truth before you did,Neutral
takut limitt,Fear
suka banget kalo jungkook pake style baju begini,Love
"akibat dari telat bangun, anak ikut bangun dan dapur dan rumah tidak kepegang sampe jam segini. sedih karena berantakan, tp gppa dehh penting anak dah mandi dan kenyang dulu. alon-alon asal kelakon",Sad
"sabtu sek semangat makaryo pren, uang kenakalan cair.",Joy
iye elu yang disana. kok lu ganteng banget sih? maaf gabisa ngomong langsung :( sedih deh,Sad
"ketika kamu berharap yang terbaik tapi kamu hanya mendapat yg biasa, bersyukurlah kamu bukan yg terburuk.",Neutral
lagian sih kemarin siapa sih yg milih ini gubernurr ???? wong dudul koyok ngene .,Anger
"saya suka banget ngedengerin partner saya cerita ataupun nyambat. nanti saya kasih peluk banyakk! kebetulan saya availnya tanggal 18, lumayan dekat lah ya? kalau kamu tertarik, bisa dm ke okay. semoga kita ketemu ya!",Love
klo mau di suruh mati berarti kamu tolol,Anger
"oke, pertama-tama. ulangi kalimat enih. ""cih, kudaranai watashi bangun di 2022 dan belum menjadi character anime serta belum tinggal di isekai. ck watashi sangat kecewa.""",Neutral
"kek gimana ya, kadang tu melihat kebodohan orang tu bikin pengen hihh. udah tau ada gejala lu bilang lu sakit tenggorokan, waktu tes positif kok kaget g ada gejala lah itu yg lu tulis sebelumnya apaann",Anger
"ajg ad aja yg bikin emosi baca gini pagi""",Anger
berpisah dengan meraka yang kau cintai itu sedih tapi temanmu akan selalu membantumu menanggung kesedihan itu. erza scarlet,Neutral
"biar aku, menanti dirimu, melihatmu, ku rasa bahagia, kau sempurna, kaulah cinta sesungguhnya, kasih sayang ku bukan khayalan dalam rindu,",Love
"cari bubur ayam yang ada malah bubur sumsum but issokey lah, sama sama enak juga. met mamam",Joy
alamat palsu,Neutral
sahabat adalah mereka yg tahu bahwa ada sedih di matamu ketika seluruh dunia percaya dengan senyum di wajahmu.,Neutral
full sedih mazzehh,Sad
"ada yg salah dlm , , formal apalagi informal. saya sendiri mengalami dua kali. musibah tdk dibantu ee malah dijarah. bhw sbgn diberikn itu biasa, tp ini rampok vulgar tdk pake mikir, diatas kesedihan orang lain",Neutral
"ini laki satu suka bener pout sekarang, gak tau apa ya aku paling gak bisa liat cowo pout ginii, gemess banget soalnyaa",Love
"karena rasanya aib banget gue takut stigma orang2 mandang gue orgil:"") setakut itu padahal sekarang udah banyak banget yg speak up tentang mental illnessnya masing2. makanya gue agak gedeg sama orang2 yg ngaku2 punya mental illness bermodal self diagnose. sedih bgt gue liatnya",Fear
"sebagai pembaca setia webtoonnya, aku gak suka banget sama dramanya, apalagi endingnya. jelek. puol. rating dariku 3/5, tapi tiap orang punya preferensi masing-masing yaa",Love
baru saja mengirim foto ngaringan klumpit,Neutral
alhamdulillah yaallah dapat kabar baik pagi ini jimin is covid free,Joy
alhamdulillah ga malu lagi kita tum,Joy
orang2 jago banget menghakimi orang lain sekana akan yang mereka liat itu selalu salah ya.. padahal mereka gatau orang yang mereka hakimi itu salah satu orang yang gak seberuntung mereka.. semoga kalian gapernah ngerasain gagal nikah selalu bahagia dn pnya pwsangan yg baik,Neutral
"di udahin segitu aja sepi ya, kalo dilanjutin bingung juga",Sad
"minderan anjir klo suka sm org. abis gmn ya gua selalu aja suka sm santri, dgn fisik yg tdk memadai serta akhlakless gini jd lebih nyaman mencintai dlm diam wkwk. udh gt doi pernah liat gua nyedot tijus make selang, apa ga nambah jijay??",Fear
agus andrianto menduga berdirinya kerangkeng seluas sekitar 6x6 meter selama 10 tahun itu dibekingi organisasi kemasyarakatan dan pemuda (okp). kita sebut saja pp.,Neutral
"47. hi, pasti lagi nyari jasa un-sus un-lock ya? bisa ke yap | unlock all case 5k / acc | unlock umur 7k / acc | unsus biasa 10k / acc payment dilakukan di akhir a¼ close uns permanen semi perm",Neutral
"suka banget sama evermore, semangat updatenya!!  - ngaah makasih sender! ;3",Love
"semangat ya team, jangan lupa doa dulu setiap sebelum tanding, kalian yg tanding saya yg takut ini soalnya, pokoknya semangat terus, jangan merasa terbebani okay! enjoy your match!",Joy
"gue tim raydu, tapi liat ini sedih bgt fak",Sad
"terakhir, semoga sukses buat series terbaru ini. yang mau nonton silahkan nonton, yang gamau juga gausah dipaksain walaupun mereka idola kita. fangirling bukan agama kok, pake segala ada wajib halal haramnya. santai aja. yang penting happy.",Neutral
gue ga ngestan sn tapi ini sedih banget ya allah,Sad
"selamat malam kamu yg ngeselin, ngebetein, yg bikin jengkel, yg suka ilang-ilangan, tp ngangenin, aku sayang kamu mimpi indah ya kamu ;3",Love
plis wei baru bangun tidur tiba2 pas buka twitter dapet kabar denise,Fear
"gue kalo pms sakit bel tp gamau minum obat takut ketergantungan:(, uda nyoba dikompres pake air anget gaa tadii?",Fear
yaudah semangat,Joy
"aliah ni bukan tak tahu aku bodoh it lagi bagi idea tukar bidang ke it, system haywire nanti sis pegang",Neutral
"trailer film kaget nikah eps 10 udh keluar, jangan lupa nikmati burgernya. kelahiran 2025 jangan nonton dulu, soalnya belum dewasa.",Neutral
"kalo aku dari awal udh suka banget sama konsep aespa, makanya pas org2 banyak yg kayak apaan sih konsepnya, bikin takut, dsb. aku malah seneng bgt dan nungguin bgt aespa bakalan kaya apa di masa yg akan datang",Love
"vkf! biasa aja dong kak te, natap nya",Neutral
"t .. thanks berat atas layoutnya, aku jadi cakep banget, adikku suka banget.",Love
lala moli banget suka tidur telentang gt,Love
gue juga takut.,Fear
"braw! ngeri bgt tiap hari ambulance lewat terus, stay safe guys kurangin nongkinyaa",Fear
"tar paket gue yang rembes hujan kemarin dateng, dan gue diminta unboxing depan kurir trus bakal di videoin. kan gue malu yak",Fear
gatau man reflek saja,Neutral
"dan yg emng belom tau banyak lah tentang dunia ini gitu. tapi gw ngerasa sedih dan marah aja, gatau deh rasanya campur aduk. ini aja ngetik sambil nangisssss, gatau tapi nyesekk bgtt rasanya. apalagi kalo ada yg hate² komen gitu ke win, gw bnr² gasuka gw sakit hati anjj!!.",Anger
mendengar hp bunyi teh sekarng malah takut.. takut dapat kabar buruk,Fear
"”dg meta orang lain. misalnya kokomi, yang kamu benci banget itu, naik usage rate nya, ya berarti orang suka pake itu ke abyss. come on, kita tau orang yang ke abyss, apalagi lantai 9 sampe 12, nggak mungkin ke sana cuma buat have fun pake alesan api mihoyo rusak wkwk",Love
"gatau,gue benci banget",Anger
please sedih bangett,Sad
"pedri : ""atletico? merekaa akan keluar untuk menekan seperti biasa dan mencuri bola dari lapangan lawan. mereka memberikan banyak intensitas dalam permainan. kami berharap untuk menguasai bola dan memainkan permainan kami.",Neutral
"harga sesuai pasaran kak, takut merusak harga pasar wkwk",Neutral
"sedih sumpah yang bikin gue bertahan nge stan secret number selama ini cuma denise, sebenernya dari awal 2 member baru masuk udah punya firasat kalo denise keluar sih, tbh aku masih gabisa nerima kedatangan 2 member baru itu. thankyou denise, thankyou secret number and goodbye.",Sad
inii!! ini totebagnya hand painted dan dijahit sama anak-anak luar biasa loh!! mungkin temen-temen yg mau beli totebag sekalian dukung anak-anak disabilitas bisa cek di ignya yaa!,Neutral
fuh i know flexi lembap ..tambah2 from em to wm.. seller ckp dia post 31/1.. 3 feb baru proses..ha pastu sangkutlah sampai sudah..lain kali informlah sblom post tu kalau pakai flexi courier lain yg normal if tak inform i tak kisah sbb duration dia tak mcm flexi..,Neutral
"sakit tenggorokan awalnya, trs jadi demam naik turun, kepala suka pusing banget, trs flu dan batuk dehh, kalo nemj gejala gitu mending swab pcr aja, kalo emg (+) ntar suruh lapor ke puskesmas/rtmu klo emg gejala ringan disuruh isoman aja, rajin rajin berjemur, makan sehat, vitamin diperbanyak",Neutral
"walaupun danpuspom anak buahnya emangnya lu kebal hukum, tugas puspom ga liat lu jendralnya tapi liat kasus hukumnya. bilang aja dung emang takut dikerangkeng.",Fear
"diselingkuhin mereka belum sampe pacaran sih, tapi main belakang aja. diem diem gitu tapi ga mulus, bego banget mereka pdktnya jadi ketauannya cepet",Anger
heh crush sya ko lucu banget ya pengen jujur deh sama muhammad kenzie rafael bahwa sya suka sma diaa,Love
bersyukur itu adalah tidak mudah kecewa dengan apa pun yang terjadi dan tidak mengeluh dengan semua yang harus dihadapi.,Neutral
suka banget jadi munafik adalah jalan ninjaku.,Love
meski sudah tiada jasa glenn fredly dalam industri musik tanah air sangat luar biasa. karya-karya glenn fredly yang diciptakan glenn fredly sampai saat ini terus mendapatkan hati di masyarakat indonesia.,Neutral
"oke bahas concern pertama. 1. uang hilang krn pejabat korupsi. bp jamsostek itu diaudit sayang, segala pengeluaran harus dilaporkan. jd ga semudah itu korupsi. gue aja mau klaim uang taksi suka mager krn ribet, jd seringnya relain ajalah.",Neutral
"menanamkan kesadaran ""allah itu tidak suka lho kalau kita marah."" -imam al-ghazali",Neutral
"ngilunya nyebar keseluruh badan, bikin lu jadi sesek napas juga, jadi kek gw suka lupa buat napas lagi saking mending gua tahan napas aja. pokoknya sakit banget ga kuaat tp gw keukeuh gamau berobat kek malash wkwkkwkw jadi gw diemin ajaa",Sad
haloo min kalo mau ngajuin diri buat temenan boleh gak min (aku fans editan kamu nomor 1) aku follow kamu lewat 3 akunku serius aku punya buktinya aku suka banget editan kamu yang pensi itu :d,Love
jangan bodoh ya ta. dia udah hapus nmor ita. berarti dia pengen hapus ita dri hidupnya. so ita harus bisa untuk tidak peduli dengan kehidupan sosmednya. dia aja bisa masa ita gk bisa. please jadilah kuat,Anger
"sabar je, debat sama orang tolol minim edukasi emang ya gitu gabakal ada abisnya",Neutral
hai widyaa!! jangan lupa sarapan dan bahagia ya hari ini have a good weekend,Joy
mumpung masih sedih abis baca unspeakable mari kita lanjut 2ha biar makin makin sedihnya,Sad
"aku ga bisa rekomendasiin punya aku, soalnya ada cacat dikit trus bau karet nya nyengat banget banyak ko toko yang jual, kamu ketik aja sendal beruang",Neutral
pepagi lagi airmata mengalir. sedih aku.,Sad
"kalo menurut juna, nara itu asik buat diajak ngobrol ya berarti itu mah nyaman sebagai teman aja. bukan yg 'suka' gitu kan? dan kalo pun juna pengen temenan aja sama nara, batas temanan nya jg dia harus jaga. topik ngobrol nya jangan kayak org pedekate ajg",Love
goblok kau bangsat !!,Anger
maksud loo?? ngajak ribut? matcha enak banget woyy!!,Anger
iyoo daa kawannyo pon banyak nan malu daa caliak ke norak-annya,Neutral
heleh padahl di hati terdalam kecewa luarbiasa,Sad
mrk ga akan pernah telusuri dg tuntas makna kisah dan ayat alquran yg disampaikan. spt biasa ambil sepotong ayat lalu sebarkan demi menjelek2an ajaran islam.,Neutral
"saya gak habis pikir petani kita sudah dibeginikan tapi masih aja mau pilih yang itu lagi dan lagi. dikasih tau malah marah, kapan sadarnya??",Anger
"jika merasa berat melupakan masa lalu, ringankan saja dengan mengingat masa depan bersama orang yang ada disampingmu saat ini.",Neutral
wkwk sama bangga banget merasa bener nebak jeongwoo walaupun sempet ragu sama bahunya tapi yakin suara jeongwoo,Joy
"haii nottie, semangat yaa hari ini jangan lupa sarapan yaapy weekend -paw",Joy
"daftar orang tolol dan idiot yang menolak kemajuan peradaban indonesia.. nanti akan dicatat sejarah penolak kemajuan indonesia, fotonya di pajang di tempat sampah",Anger
kan emang anjing si simon ini tuh si chio emang da suka sama ibel tapi dia takut kalo dia jatuh cinta sama si ibel bakalan melakukan kesalahan yang sama kek si simon,Anger
lagi benci banget dengerin lagu bucin,Anger
bener sih waktu itu lagi pengen nonton yg sedih-sedih langsung cus nonton ini dan berakhir mewek nangis,Sad
"tak suka aku takpe, aku boleh blah. aku harap aku dah penuhi pertolongan yang kau minta dengan baik. terima kasih.",Love
"masio jengkel maksimal. tapi tetep. ada ditengah-tengah. ada 2 kaki yg terus berusaha di seimbangkan. you did well sis, keep goin, cuma, lebih objektif dan bijak aja. jangan mau dibodohi 1 pihak. ini hidupmu, kamu berhak bahagia. jangan ga bahagia demi bikin orang lain bahagia.",Anger
"pantesan ada istilahdek cinta gak enak padaku? si adek bilang cintamu abang trus si babang bilang adek ku kalau kau cinta pada ku usir bapak mu..,..",Joy
kalau tunjuk muka dgn anak dan isteri kemudian buat kenyatan bodoh ni..tu bukan berani bang..tu bapak bangang lagi bodoh degil mcm kaldai yg tk fikir anak2 dan isteri tersayang..ibarat kau bgi gambar kau dgn isteri kau tengah berjubo depan anak2..then berlegar dlm sosmed.,Anger
happy bbovely dayy!! selamat bertambah usia teteh cantikku park bo young meski wajahnya tetap tidak menuaa.. ditunggu projek2 lainnya __ (fotonya rada ngiklan tapi suka banget sama foto ini),Love
kabar baik di pagi hari cepet pulih jiminie,Joy
"hei semangat! aku juga tiap bulan dulunya tebus obat sama konsul psikiater, tabungan habis buat ngobatin mental doang, mahal banget bahkan kadang sampai nggak jajan sebulan, bener bener urusan sama mental tuh pejuangan banget, mau kantong mau perasaan, pokoknya ayo semangat!!",Joy
"sedih banget, gua yg ngurusin segalanya gua yg gak ikut:((",Sad
balas dendam terbaik adalah dengan cara menjadikan dirimu lebih baik,Neutral
"hihi, semangat trs ka bikin au nyaa! tulisan kk bagus bagus bgtt soalnya",Joy
gak enak body,Sad
"kita sering mengira diri ini lemah, kadang suka nggak puas atas pencapaian saat ini, tapi coba analisis lagi. kita juga udah melakukan hal dengan cukup baik, tidak menyerah aja itu udah point' plus, jadi mungkin bakalan baik lagi klo meyakini kemampuan diri sendiri.",Neutral
"alhamdulillah baek2 saja, pagi el..moga sehat selalu ya? sungkem buat bapak ibu",Neutral
seriusan? mie gelas masih lercaya aku.. itu didalem perut ada kuli galian? aku makan 2 bungkus auto bego karena kekenyangan..,Neutral
"ini yang gue takut, kalo uda mulai berharap sama orang, tkut kecewa.. :)",Fear
"melodinya enak banget asli, meskipun nggak tau baca liriknya. definisi suka lagu karena musiknya enak.",Love
"ihh sama punya ku juga udh 2 hari masa tertunda terus kesel. tolong dong min ditindaklanjuti, kecewa sih",Anger
"kecewa, ditambah malu2in bisa ketahan smpe adu penalti dri team championship padahal 3/4 pemain inti yg main",Sad
panik panik ada yg panik,Fear
kabar bahagia banget pagi ini,Joy
kalo ke upgrade sendiri kayanya nanti bisa balik kaya biasa lagi. coba clear data?,Neutral
kek orang tolol,Anger
luar biasa.. parah,Neutral
semangat senpaii,Joy
sedih sih gue takut makin bego,Sad
"hari ni pake baju pink ama celana item, takut dikatain blackpink",Fear
sumpah ini kopi kenangan mantan dari juara banget buat gw yang suka kopi gak terlalu manis mah,Love
"semua hanya soal waktu. hitam atau putih, baik atau buruk, kalah atau menang, sedih maupun bahagia semua akan berlalu begitu saja.",Neutral
tbl tbl tadi di cek darah akunya lg degdegan takut hasil ny suruh transfusi pls pls semoga lgsg operasi malem ini,Fear
harus bahagia,Neutral
"bahagia adalah ketika dapat bersama, saling mencinta tanpa mempermasalahkan kekurangan yg kita punya.",Neutral
pagi pagi sedih,Sad
"saya dapat cerita itu dari hasil dengar kajian ustad hanan attaki. bukan hasil baca sembarangan, bukan juga hasil googling, bukan juga dari bible. kalo asumsi saya dikata yg enggak enggak, y anggap saja itu pertanyaan dari pikiran saya yg dangkal ini. terimakasih",Neutral
"serius, jadi kaget gue",Fear
"innalillahi wainna ilaihi rojiun semoga almarhumah ibu diterima amal baik nya dan diampuni segala kekhilafannya yang sabar ya jayen,pasti sangat sedih kehilangan orang tua.",Sad
"orang yang menulis menggunakan emoticon adalah orang yang berusaha ""meletakkan"" emosi dalam tulisannya. hargailah.",Neutral
"is astagaa pengen beneh mencok aaaaa sesantap, is asinan enak jua gaknya sabar len masih blm buka puasa masih lama",Joy
"its ok, lu bisa marah kok, manusia pantes buat marah atas perlakuan gak adil, tapi jgn sampe berpengaruh sama masa depan ya wkwk, cukup masa lalu, di masa lalu dia udh buang waktu mu jadi jgn sampe di masa depan dia buang waktu mu dengan cara yang berbeda.",Neutral
yang serius wa aja saya enggak menerima brondong yang malu,Neutral
pls suka banget sama kak mimo dan kak bayu !!  - hshhehshhs aku juga luv sama mimo bayu berani adu bacot doang tapi softie kkkk,Love
"bangke ptmt, kelas gue jadi sepi banget anjir",Anger
info warung babi enak malang,Neutral
trackinga¼ normal price di 60k rate ems 165/gram air cargo 265/gram fee per tracking mulai dari 5k/tracking free foto arrived (amplop dibuka) pengiriman rutin cek go kita untuk proof shipping dan testi bisa dm adm untuk tanya2,Neutral
apaansih ko jd sedih,Sad
aku benci menganggap enteng apapun tugas yang diberikan. -gildarts,Neutral
pakai rasa bukan pakai logika tolol cara berpikirnya. ngajio seng jeru ojo mung neng you tube,Anger
mantaf. pg jg semangat,Joy
"baik bgtt ni orang, tapi suka sedih kalo orang orang lebih mentingin pcnya sih",Sad
"mas ngelonte dulu mas, biar otaknya jadi seger lg, bagi org kafir seperti lu ngewe dgn lonte ibadah yg utama. punya tolol kok kebangetan bgt sih",Anger
"tiap denger lagu kukira kau rumah jadi sedih banget, soalnya punya arti yg beda skrg. liat cuplikan filmnya di fyp juga sedih.",Sad
nanti ya klo lagi santai,Neutral
beberapa menit keadaan menjadi canggung. takemichi bingung ingin mengobrol tentang apa dan benci dalam situasi ini. sampai dengan berani dia mengatakan apa yang ada di kepalanya. takemichi : dra-draken-kun.. draken : hmm?,Neutral
bukan uang banyak yg perlu kita punya. tapi ngobrolin rencana2 indah aja udah bisa bikin kita bahagia. - mama,Neutral
grgr teminum kopi kah jadi gugup tadi?,Neutral
"sumpah sekeren itu, gila banget mark tuh kereenn bangeett bagus banget, sukaa. style bajunya jugaa, suka banget, so mark intinya",Love
"tdr gua knp gabisa tenang si, ya gua tau setiap hri hrs bgun pgi, tp setidaknya ksih wktu buat ngumpulin nyawa dl kek, pala gua suka tbtb pusing hrs lgsung gerak bantuin ini dan itu, ya tp gpp si udh biasa jg. mana klo lg tdr kdg suka diajak ngobrol.",Fear
hanya orang bodoh melakukan kesalahan yg sama berulang2 kali ..,Neutral
lebih baik melihat dia marah dari pada melihat dia sedih.,Sad
"nyesel banget pi en ice di usia muda, seharusnya cari pengalaman dulu di luar (siapa tau suka) tamat kuliah langsung pi en ice. (magang/part time tak kuitung sebagai kerja)",Love
"pas sange, pingin ngelakuin itu sama seseorang tapi takut..",Fear
"anjay, semangat kk",Joy
"semangat ya, fase fase seperti itu memang luar biasa",Joy
"jika ada seseorang yang meledekmu jelek, santai saja. bilang padanya kalau kamu bukan cermin.""",Neutral
"bismillah deh, gue masih takut soalnya kalo main warna pastel",Fear
"tiba2 mimisan, gaktau kenapa penyebabnya dahal baik2 aja. kaget juga, udah lama gak kejadian kek ginian.",Fear
sa gak pernah berhenti geleng liat dokter2 pake tiktot. rawan berbuat bodoh & multitafsir di platform itu. gak semua kita mahir menempatkan diri dan menata ekspektasi orang lain di ranah publik.,Neutral
ternyata manfaat marine collagen itu biasa aja dengan penjelasan collagen klik,Neutral
"ada ga sih cewe yang tulus ke aku, takut patah hati",Fear
"sama sama penyayang dan suka manjain pasangannya!! jadi mereka pas banget buat kamu manja-manjaan, mereka suka sama anak yang manja!! lovely pokoknyaa",Love
lao yan :') suka banget sama yg modelan gitu meski ngeselin :'),Love
selamat siang sender!! kebetulan saya avail sekarang dan lagi senggang banget cause i don't have anything to do now. bisa banget nanti kuta ngobrol-ngobrol dan jika kamu butuh saran saya akan bersenang hati memberikannya. bisa banget buat cerita apapun tanpa takut saya akan melayani,Neutral
"ruhut kader terbaik dlm hal menjilat..bego di pelihara, ga punya urat malu",Anger
harusnya cara nya bisa biasa aja. bener bener bikin speechless. gilaa,Neutral
untuk perempuan yang apa apa biasa sendiri kalian luar biasa semoga diberi kesehatan jasmani dan rohani semangat !,Joy
"duren kalo langsung ngga enak, kalo olahan baru enak, takut cium baunya",Fear
anjing nih eps 3 sedih banget bangsat gue nangis ampe idung mampet,Sad
"7. pas cheongsan peluk onjo demi allah gw sampe teriak ""jangan pergi ahelah"" terus nangis 8. pas namra mau gigit onjo tp gajadi tu kan namra teriak frustasi bgt sampe merinding gw karena gatau ya sedih gt 9. pas anak2 nyamperin namra di rooftop gw nangis",Sad
